_id;_isbn;_title;_description
148009;9789048180097;Regolith Science;This comprehensive reference on the fundamentals of regolith science describes how regolith is developed from parental rocks and emphasises the importance of chemical, physical, water and biological processes in regolith formation. It provides details for mapping regolith landforms, as well as objective information on applications in mineral exploration and natural resource management. Regolith Science also provides a concise history of weathering through time in Australia. It includes previously unpublished information on elemental abundances in regolith materials along with detailed information on soil degradation processes such as in acid sulfate soils. Written by experts in the field, Regolith Science summarises research carried out over a 13 year period within the Cooperative Research Council for Landscape Environments and Mineral Exploration. This book will be a valuable resource for scientists and graduate/postgraduate students in geology, geography and soil science, and for professionals in the exploration industry and natural resources management.
80803;9783540342595;Mathematics and Culture III;This work contains the proceedings of the  Mathematics and Culture  conference held in Venice in March 2002. The conference aims to act as a bridge across the various aspects of human knowledge. While keeping mathematics as its core, it is aimed at anyone endowed with cultural curiosity and interests, whether within or (even more so) outside mathematics. This volume therefore covers music, cinema, art, theatre and literature, with topics ranging from Tibet to comics.
168759;9781447169215;Emerging Concepts in Neuro-Oncology;Neuro-oncology is one of the most exciting and rapidly evolving areas of oncology. In recent years there has been a remarkable increase in activity in the field, from basic science through to the clinic. This is reflected by advances in the understanding of the biology of CNS malignancies which have informed the development of novel and successful therapies.  In this environment it is essential to facilitate communication and understanding of new ideas and concepts. Emerging Concepts in Neuro-Oncology is written with this in mind: to encourage collaboration across traditional boundaries and promote translational research for patient benefit. The book moves from concepts in the scientific basis of neuro-oncology in part one, through models of brain cancer in part two, to emerging concepts in clinical practice in part three, with a focus on translational research. This book will be an essential read for neuroscience researchers, cancer researchers, neurosurgeons and clinical oncologists as well as anyone with an interest in this exciting, dynamic field.
103178;9789401039451;Observational Manifestation of Chaos in Astrophysical Objects;On August 2000 in the Lomonosov Moscow State University the first scientific conference dedicated to chaos in the real astronomical systems was held. The most prominent astrophysisists - specialist in the field of stochastic dynamics - attended the conference. A broad scope of the problems related to the observed manifes­ tations of chaotic motions in galactic and stellar objects, with the involvement of basic theory and numerical modeling, were addressed. The idea (not so obvious, as we believe, to many astrophysicists) was to show that, while great progress in the field of stochastic mechanics was accomplished, the science of chaos in actually observed systems is only just being born. Basically, the situation described prompted the organizers to hold the meeting in order to discuss chaotic processes in real systems. It seemed worthwhile to begin these introductory remarks with a brief descrip­ tion of some events that preceeded the conference. Since actually existing systems are the subject of the natural sciences, and in the latter experiments play the key role, we shall begin our account with the experimental results.
106242;9780306478352;Non-Coding RNAs;General inspection of a role performed in the cell by RNAs allows us to distinguish three major groups of transcripts: I. protein-coding mRNAs, II. non-coding housekeeping and III. regulatory RNAs.  The housekeeping RNAs include RNA classes that are generally, constitutively expressed and whose presence is required for normal function and viability of the cells. On the other hand, a group of regulatory RNAs includes RNA species that are expressed at certain stages of organism development or cell differentiation or as a response to external stimuli and can affect expression of other genes on the levels of transcription or translation.  Non-coding RNA transcripts form a heterogeneous class of RNAs that can not be characterized by a single specific function. Initially, the term non-coding RNA (ncRNA) was used primarily to describe polyadenylated and a capped eukaryotic RNAs transcribed by RNA polymerase II, but lacking long open reading frames. Now, this definition can be extended to cover all RNA transcripts that do not show protein-coding capacity and is sometimes used to describe any RNA that does not encode protein, including introns.  This book is an in-depth look at the function of Non-Coding RNAs and their relationship to Molecular Biology and Molecular Biology. 
95410;9780792355366;Vulnerability and Adaptation to Climate Change for Bangladesh;Bangladesh faces many challenges. So long it has been mainly the traditional ones of socio­ economic development and eradication of poverty. Environment as a major factor in this process has only recently entered the scene. But even before environmental considerations in the development process has become the normal practice, the spectre of climate change has reared its ugly head. While Bangladesh is not unique among developing countries in being at the receiving end regarding the causes and consequences of climate change, both in the literal and allegorical sense of the term, the fact remains that it has made the prospects for sustainable socio-economic development in the country much more complex and formidable than before. Both for her own sake and the sake of the global community at large, therefore, Bangladesh has to initiate actions at various levels to face the challenge from now on. The present study is a part of that process. In 1996, the Governments of USA and Bangladesh together decided to initiate a comprehensive study on climate change in Bangladesh. A unique consortium of public and non-governmental research organisations with support from the relevant administrative arms of the Government carried out the study over 1996 and 1997. The report has been accepted by the Government and several of its recommendations are in the process of implementation. While the direction of climate change is broadly certain, its details leave much scope for speculation and interpretation.
50053;9783642084836;Modeling Manufacturing Systems;Advanced modeling techniques are a necessary tool in order to design and manage manufacturing systems effectively. This book contains a set of tutorial chapters on topics ranging from aggregate production planning to real time control, including predictive and reactive scheduling, flow management in assembly systems, simulation of robotic cells, design of manufacturing systems under uncertainty and a historical perspective on production management philosophies. The book will be of interest both to researchers and practitioners, including graduate students in Manufacturing Engineering and Operations Research.
167333;9783642438752;Aerosol Remote Sensing;This book gives a much needed explanation of the basic physical principles of radiative transfer and remote sensing, and presents all the instruments and retrieval algorithms in a homogenous manner. The editors provide, for the first time, an easy path from theory to practical algorithms in one easily accessible volume, making the connection between theoretical radiative transfer and individual practical solutions to retrieve aerosol information from remote sensing, and providing the specifics and intercomparison of all current and historical retrieval methods.
62039;9783540657477;Ion Sources;Ion implantation has become a basic technology in device manufacturing. For efficient use of this accelerator-based technique the choice of appropriate ion sources is important. This book deals with the design and operation of ion sources. Additionally the physics of ion formation of the various elements with different charge states and charge neutralization are discussed. Ion selection and beam diagnostics are part of the book too. The presentation of the necessary equations and diagrams for the various parameters makes this book useful as a handbook for ion sources.
72090;9780387226439;Nonlocal Continuum Field Theories;Nonlocal continuum field theories are concerned with material bodies whose behavior at any interior point depends on the state of all other points in the body -- rather than only on an effective field resulting from these points -- in addition to its own state and the state of some calculable external field. Nonlocal field theory extends classical field theory by describing the responses of points within the medium by functionals rather than functions (the  constitutive relations  of classical field theory). Such considerations are already well known in solid-state physics, where the nonlocal interactions between the atoms are prevalent in determining the properties of the material. The tools developed for crystalline materials, however, do not lend themselves to analyzing amorphous materials, or materials in which imperfections are a major part of the structure. Nonlocal continuum theories, by contrast, can describe these materials faithfully at scales down to the lattice parameter. This book presents a unified approach to field theories for elastic solids, viscous fluids, and heat-conducting electromagnetic solids and fluids that include nonlocal effects in both space and time (memory effects). The solutions to the field equations agree remarkably well with atomic theories and experimental observations.
163355;9781849964289;Liver and Biliary Surgery;Liver and Biliary Surgery provides an illustrative, instructive, and comprehensive review that depicts the rationale of basic operative principles essential to liver and biliary surgical therapy. The chapters provide pertinent and concise summaries of how to deal with various liver and biliary disorders, spanning benign and malignant problems and minimally invasive procedures. Stages of operative approaches with relevant technical considerations are outlined in an easily understandable manner. Complications are reviewed when appropriate for the organ system and problem. The text is illustrated throughout by line drawings and photographs that depict anatomic or technical principles. A concise, handbook-sized reference work, this book is a valuable resource for all general surgeons and residents in training.
161443;9781441965202;Breast MRI;Breast MRI has emerged as a valuable adjunct to the conventional imaging modalities in the detection of primary and recurrent breast cancer. Yet, most radiologists who rely on MRI do not have knowledge of the fundamentals so essential to achieving and maintaining high image quality. With a focus on the basic imaging principles of breast MRI rather than on mathematical equations, this book takes a practical approach to imaging protocols that helps radiologists increase their diagnostic effectiveness. The text walks the reader through the basics of MRI, making it especially accessible to beginners. From a detailed outline of equipment prerequisites for obtaining high quality breast MRI to instructions on how to optimize image quality, expanded discussions on how to obtain optimized dynamic information, and explanations of good and bad imaging techniques, the book covers the topics that are most relevant to performing breast MRI.
163259;9781849963718;Surgery of the Small Bowel;Surgery of the Small Bowel provides an illustrative, instructive, and comprehensive review that depicts the rationale of basic operative principles essential to surgical therapy for small bowel disorders. The chapters provide pertinent and concise summaries of how to deal with various small bowel disorders, spanning benign and malignant problems, gastrointestinal bleeding and minimally invasive procedures. Stages of operative approaches with relevant technical considerations are outlined in an easily understandable manner. Complications are reviewed when appropriate for the organ system and problem. The text is illustrated throughout with line drawings and photographs that depict anatomic or technical principles. A concise, handbook-sized reference work, this book is a valuable resource for all general surgeons and residents in training.
103990;9781441954251;Design of Energy-Efficient Application-Specific Instruction Set Processors;After a brief introduction to low-power VLSI design, the design space of ASIP instruction set architectures (ISAs) is introduced with a special focus on important features for digital signal processing. Based on the degrees of freedom offered by this design space, a consistent ASIP design flow is proposed: this design flow starts with a given application and uses incremental optimization of the ASIP hardware, of ASIP coprocessors and of the ASIP software by using a top-down approach and by applying application-specific modifications on all levels of design hierarchy. A broad range of real-world signal processing applications serves as vehicle to illustrate each design decision and provides a hands-on approach to ASIP design. Finally, two complete case studies demonstrate the feasibility and the efficiency of the proposed methodology and quantitatively evaluate the benefits of ASIPs in an industrial context.
103522;9781441954350;Prefrontal Cortex;This volume, Prefrontal Cortex: from Synaptic Plasticity to Cognition, is an interdisciplinary approach to characterize the function of the anterior portion of the frontal lobe in rodents and human and non-human primates. The specific topics discussed in the chapters of this volume are purposefully diverse: they range from membrane properties of prefrontal neurons to cognitive psychology. Nevertheless, this volume must not be regarded as a mere collection of writings with the different sub-themes. As you will see, chapters often vigorously encompass domains of the prefrontal field in effort to provide a big picture. That is actually what we attempted to do in this volume. On one hand, we have accumulated knowledge on the properties of neurons and synapses in the prefrontal cortex as well as the actions of critical neuromodulators such as dopamine. On the other hand, behavioral and cognitive neurosciences have begun to reveal the fascinating role of the prefrontal cortex in such mental processes as working memory, attention switching and rule following, and long-term memory. Needless to say, our ultimate goal as neurobiologists is to know what relationship there is between these cellular and cognitive processes. This volume is meant to serve as a comprehensive introduction towards that goal. Readers will be informed, for example, of how plasticity of prefrontal neurons is regulated, how it is involved in certain cognitive processes in rodents, and how the rodent models can apply to the primates.
102726;9781475764840;Scientific Computing, Validated Numerics, Interval Methods;Scan 2000, the GAMM - IMACS International Symposium on Scientific Computing, Computer Arithmetic, and Validated Numerics and Interval 2000, the International Conference on Interval Methods in Science and Engineering were jointly held in Karlsruhe, September 19-22, 2000. The joint conference continued the series of 7 previous Scan-symposia under the joint sponsorship of GAMM and IMACS. These conferences have traditionally covered the numerical and algorithmic aspects of scientific computing, with a strong emphasis on validation and verification of computed results as well as on arithmetic, programming, and algorithmic tools for this purpose. The conference further continued the series of 4 former Interval conferences focusing on interval methods and their application in science and engineering. The objectives are to propagate current applications and research as well as to promote a greater understanding and increased awareness of the subject matters. The symposium was held in Karlsruhe the European cradle of interval arithmetic and self-validating numerics and attracted 193 researchers from 33 countries. 12 invited and 153 contributed talks were given. But not only the quantity was overwhelming we were deeply impressed by the emerging maturity of our discipline. There were many talks discussing a wide variety of serious applications stretching all parts of mathematical modelling. New efficient, publicly available or even commercial tools were proposed or presented, and also foundations of the theory of intervals and reliable computations were considerably strengthened.
103161;9781441933478;Handbook of Rural Health;This book integrates the expertise of profession­ tion available on the various health concerns and als from a broad array of disciplines-anthro­ subpopulations and by the numerous method­ pology, health services research, epidemiology, ological complexities in compiling the neces­ medicine, dentistry, health promotion, and so­ sary data. Recognition of the nuances within and cial work-in an examination of rural health across rural populations, as recommended here, care and rural health research. This investiga­ will allow us to provide care more efficiently tion includes an inquiry into issues that are uni­ and effectively and to prevent disease or ame­ versal across rural populations, such as public liorate its effects. Reliance on some of the newer health issues and issues of equity in health care. technologies and approaches discussed here, Several chapters explore the health care issues such as distance learning and broad-based, com­ that confront specified subpopulations includ­ munity-wide health initiatives, will facilitate ing, for instance, migrant workers and Native disease treatment and prevention in relatively Americans, while others provide a more focused isolated areas. Ultimately, all of us must work approach to diseases that may disproportionately to ensure the availability of adequate health care have an impact on residents of rural areas, such to even the most isolated communities, for  as as specific chronic and infectious diseases.
165798;9789400796713;Peace Through Commerce;The papers that comprise this book could hardly been conceived of 10 years ago. The idea of commercial republics having a positive impact on peaceful international relations was, of course, not new. Kant and Montesquieu argued for the idea and the idea that trade and peace might be linked has been standard political rhetoric in the west for decades. These were macro-level analyses of commerce and peace.  This remains a field in its infancy and this book provides a foundation for further in-depth analysis and inquiry. Previously published in the Journal of Business Ethics, Volume 89 Supplement 4, 2009
91848;9781441950369;Personalist Economics;Personalist Economics: Moral Convictions, Economic Realities, and Social Action examines the nature of the worker and consumer from a personalist perspective, comparing that body of knowledge to what is received from conventional economics. A running theme throughout this book is that personalist economics is attentive to both aspects of human material need - physical need and the need for work as such - in a way that does not disregard human wants. Accordingly, this book is more concerned about the philosophical base and description of the economy's significant characteristics than social economic policy.  Personalist Economics explores four dimensions of particularly acute human physical need: unemployment, poverty, homelessness, and death. In addressing these four aspects of need, the book delves into the second and third domains of social economics: description of the significant characteristics of the economy, and social economic policy. In the same way, Personalist Economics explores two types of economic cooperation - supra-firm alliances and inter-firm partnerships - as means for addressing certain aspects of human material need. This book concludes with a lengthy discussion of the challenges facing personalist economics in the years ahead.
91615;9780792381686;Evolutionary Algorithms for VLSI CAD;In VLSI CAD, difficult optimization problems have to be solved on a constant basis. Various optimization techniques have been proposed in the past. While some of these methods have been shown to work well in applications and have become somewhat established over the years, other techniques have been ignored.  Recently, there has been a growing interest in optimization algorithms based on principles observed in nature, termed Evolutionary Algorithms (EAs).  Evolutionary Algorithms in VLSI CAD presents the basic concepts of EAs, and considers the application of EAs in VLSI CAD. It is the first book to show how EAs could be used to improve IC design tools and processes. Several successful applications from different areas of circuit design, like logic synthesis, mapping and testing, are described in detail.  Evolutionary Algorithms in VLSI CAD consists of two parts. The first part discusses basic principles of EAs and provides some easy-to-understand examples. Furthermore, a theoretical model for multi-objective optimization is presented. In the second part a software implementation of EAs is supplied together with detailed descriptions of several EA applications. These applications cover a wide range of VLSI CAD, and different methods for using EAs are described.  Evolutionary Algorithms in VLSI CAD is intended for CAD developers and researchers as well as those working in evolutionary algorithms and techniques supporting modern design tools and processes.
89115;9781441950543;Industrial Price, Quantity, and Productivity Indices;Industrial Price, Quantity, and Productivity Indices: The Micro-Economic Theory and an Application gives a comprehensive account of the micro-economic foundations of industrial price, quantity, and productivity indices. The various results available from the literature have been brought together into a consistent framework, based upon modern duality theory. This integration also made it possible to generalize several of these results. Thus, this book will be an important resource for theoretically as well as empirically-oriented researchers who seek to analyse economic problems with the help of index numbers.  Although this book's emphasis is on micro-economic theory, it is also intended as a practical guide. A full chapter is therefore devoted to an empirical application. Three different approaches are pursued: a straightforward empirical approach, a non-parametric estimation approach, and a parametric estimation approach. As well as illustrating some of the more important concepts explored in this book, and showing to what extent different computational approaches lead to different outcomes for the same measures, this chapter also makes a powerful case for the use of enterprise micro-data in economic research.
76383;9783642059018;Comprehensive Asymmetric Catalysis;The second supplement to the three volume reference work Comprehensive Asymmetric Catalysis critically reviews new developments to the hottest topics in the field written by recognised experts. Seven chapters which are already in the major reference work have been supplemented and additionally a new chapter on Aminohydroxylation of Carbon-Carbon Double Bonds has been included. Thus, the state of the art in this area is now re-established. Together with the basic three volume book set and Supplement 1 it is not only the principal reference source for synthetic organic chemists, but also for all scientific researchers who use chiral compounds in their work (for example, in biochemical investigations and molecular medicine) as well as for pharmaceutical chemists and other industrial researchers who prepare chiral compounds.
123284;9789401166904;Emergency Psychiatry for the House Officer;2. The Psychiatric Examination 7 3. Organic Brain Syndromes-Delirium and Dementia 21 4. Psychosis 37 5. Non-psychotic Disturbances 47 6. The Violent Patient 59 7. The Suicidal Patient 67 8. Alcohol Abuse 75 9. Drug Abuse 85 10. Other Common Psychiatric Emergencies 101 Appendix: Psychiatric Side Effects of Medical Drugs 109 Index 165 Chapter 1 Introduction INTRODUCTION Psychiatric patients can be among the most disconcerting patients to treat in an emergency department setting. Because these patients often present with violence, confusion, suicidal attempts and bizarre behavior and thoughts, non-psychiatric physicians often react with various degrees of discomfort and avoidance. However, it is often important to make a decision whether the presenting symptoms are due to functional or organic illness since serious morbidity and mortality can occur in patients with acute organic brain disease. The differential diagnosis would include: Functional (Psychiatric) Disease Organic Disease Affective Disorders Delirium Schizophrenic Disorders Dementia Personality Disorders Anxiety Disorders Adjustment Disorders Findings which are helpful in raising the index of suspicion for organic disease are: a) Disorientation to time and place b) Fluctuating level of consciousness 1 EMERGENCY PSYCHIATRY/2 c) Age over 45 with no previous psychiatric history d) Abnormal autonomic signs (vital signs, pupillary responses, sweating) e) Acute onset of psychotic illness (hours to days) f) Ongoing medical disease and its treatment g) Recognition that hallucinations and delusions are frequently observed in organic as well as functional disease.
172041;9780857298737;Electrocardiology;New edition of the classic complete reference book for cardiologists and trainee cardiologists on the theory and practice of electrocardiography, one of the key modalities used for evaluating cardiology patients and deciding on appropriate management strategies.
103793;9781402004933;Improving Efficiency of Urea Fertilizers by Inhibition of Soil Urease Activity;The purpose of our present work is to review the fundamental studies on inhibition of soil urease activity and the applied studies on improving efficiency of urea fertilizers by inhibition of soil urease activity. The general literature on these topics covers 65 years, and the patent literature comprises a period of nearly 40 years. Studies related to inhibition of soil urease activity were performed in a great number of countries' well representing all the continents. Full texts of the papers describing these studies were published in one of 18 languages·'. The literature data reviewed are structured into 10 chapters, 81 subchapters, and 224 sections. The bibliographical list consists of 830 papers cited. ·In alphabetical order: Argentina, Armenia, Australia, Austria, Belgium, Belorussia, Brazil. Bulgaria, Canada, China, Costa Rica, Cuba. Czech RepUblic, Egypt, Estonia, France, Georgia (Gruzia), Germany, Hungary, India, Iraq, Ireland, Israel, Italy. Japan, Kazakhstan, Lithuania, Malaysia, Moldova, Netherlands, New Zealand, Pakistan, Philippines, Poland, Romania, Russia, Saudi Arabia, Slovakia, South Africa, South Korea, Spain, Sri Lanka. Sudan, Sweden, Thailand, Turkey, Ukraine, United Kingdom, United States of America. Uzbekistan .
103623;9781402005084;Breeding For Ornamentals: Classical and Molecular Approaches;In this book we bring together the most up-to-date information on developments, both basic and applied, that already have or are expected to impact the field of ornamental breeding. These include classical and molecular techniques, traditional and high-throughput approaches and future trends. Since not only professional scientists, but also thousands of future scientists/students as well as amateur breeders around the world contribute heavily to the field of ornamental breeding, an introductory section dealing with the basics of molecular and classical genetics and the evolution of floral diversity is included. This should enable the reader to bridge the gap between traditional and molecular genetics. Classical approaches to the creation/selection of genetic variability, including mutation and tissue culture-aided breeding, are presented. Processes affecting ornamental and agronomic traits at the molecular level are delineated, along with an in-depth analysis of developments in the protection of intellectual property rights. The thoughts and strategies of molecular and classical geneticists, which are not always complementary or even compatible, are presented side by side in this book, and will serve to spark the imaginations of breeders as well as students entering the exciting world of state-of-the-art ornamentals.
32234;9783662040294;Sedimentary Basins;The modem geological sciences are characterized by extraordinarily rapid prog­ ress, as well as by the development and application of numerous new and refined methods, most of them handling an enormous amount of data available from all the continents and oceans. Given this state of affairs, it searns inevitable that rnany students and profes­ sionals tend to become experts in relatively narrow fields and thereby are in danger of losing a broad view of current knowledge. The abundance of new books and symposium volumes testifies to this trend toward specialization. However, many geologie processes are complex and result from the interaction of many, seemingly unrelated, individual factors. This signifies that we still need generalists who have the broad overview and are able to evaluate the great variety of factors and pro­ ces ses controlling a geologie system, such as a sedimentary basin. In addition, this also means that cooperation with other disciplines in the natural sciences and engi­ neering is increasingly important. Modem text books providing this broad overview of the earth sciences are rare.
169769;9780857295545;Children’s Upper and Lower Limb Fractures;Children’s Upper and Lower Limb Fractures has been written to give orthopaedic practitioners an easily accessible and concise description of upper and lower limb fractures encountered in the practice of pediatric orthopaedic surgery.  This book starts appropriately in considering the principles which should govern our care of the injured child and the background factors which influence fracture epidemiology. Knowing how to manage the multiply injured child and recognizing the one who has been non-accidentally injured are essential skills in our specialty. Injuries to the growth plate are not always easy to recognize and manage but, if we fail to do so, the long-term consequences may be serious. Succeeding chapters describe childhood injuries and fractures regionally. Conservative fracture management has not been forgotten amidst the plethora of newer methods of surgical fixation.      
174294;9783642430176;Inference for Diffusion Processes;Diffusion processes are a promising instrument for realistically modelling the time-continuous evolution of phenomena not only in the natural sciences but also in finance and economics. Their mathematical theory, however, is challenging, and hence diffusion modelling is often carried out incorrectly, and the according statistical inference is considered almost exclusively by theoreticians. This book explains both topics in an illustrative way which also addresses practitioners. It provides a complete overview of the current state of research and presents important, novel insights. The theory is demonstrated using real data applications.
172750;9781461410225;Psychosomatic Medicine;Psychosocial problems appear within a medical context worldwide, and are a major burden to health. Psychosomatic Medicine: An International Primer for the Primary Care Setting takes a uniquely global approach in laying the foundations of biopsychosocial basic care (such as recognizing psychosocial and psychosomatic problems, basic counseling, and collaboration with mental health specialists) and provides relevant information about the most common mental and psychosomatic problems and disorders. The scope of the book is intercultural—it addresses global cultures, subcultures living in a single country, and strengthening the care given by physicians working abroad. This clinically useful book outlines best practices for diagnosing the most common biopsychosocial problems and mastering the most common communication challenges (e.g. doctor-patient conversation, breaking bad news, dealing with difficult patients, family and health systems communication and collaboration). Every chapter integrates basic theoretical background and practical skills and includes trans-culturally sensitive material, important for work with patients from different cultures. Psychosomatic Medicine: An International Primer for the Primary Care Setting serves as an excellent resource for clinicians hoping to gain and develop knowledge and skills in psychosomatic medicine.
119923;9783211998816;Severe Attachment Disorder in Childhood;The important early bond between mother and baby is under stress. 3-5% of all children show signs of severe attachment problems, often leading to social problems and violent or criminal behavior and abuse later in life. Based on more than 20 years of theory and personal practice, this handbook of therapy provides a theoretical understanding of the topic, and a wealth of suggestions for daily practice.   The coverage includes a cross-scientific theoretical overview, the classic symptoms of disturbed attachment, and treatment at different stages of development, from measures to ensure a healthy attachment early in life to treatment at different stages of personality development to adulthood. For each step, many examples from daily practice as well as checklists at different stages are given. Special sections on adoption issues, how to teach the AD schoolchild, sexual abuse and AD give tools and inspiration for the reader's own research.   The final chapters address the personal development of the therapist as well as suggestions for designing the therapeutic milieu and teamwork. The book is equally useful to the practitioner and the adoptive parent
160731;9781489991546;Terahertz Imaging for Biomedical Applications;Terahertz Imaging for Biomedical Applications: Pattern Recognition and Tomographic Reconstruction presents the necessary algorithms needed to assist screening, diagnosis, and treatment, and these algorithms will play a critical role in the accurate detection of abnormalities present in biomedical imaging. Terahertz biomedical imaging has become an area of interest due to its ability to simultaneously acquire both image and spectral information. Terahertz imaging systems are being commercialized with an increasing number of trials performed in a biomedical setting. Terahertz tomographic imaging and detection technology contributes to the ability to identify opaque objects with clear boundaries,and would be useful to both in vivo and ex vivo environments. This book also:Introduces terahertz radiation techniques and provides a number of topical examples of signal and image processing, as well as machine learning Presents the most recent developments in an emerging field, terahertz radiation Utilizes new methods of digital imaging that would be useful in medical screening, diagnosis, and treatmentTerahertz Imaging for Biomedical Applications: Pattern Recognition and Tomographic Reconstruction is a must-read for anyone in the field of biomedical engineering and digital imaging.
174162;9789400794887;TCP 2010;TCP 2010 Proceedings of the 5th International Conference on Trapped Charged Particles and Fundamental Physics (TCP2010) held in Tunturihotelli in Saariselkä, Finland, April 12-16, 2010 This volume comprises the recent development in the theoretical and experimental progress dedicated to trapped charged particles and related fundamental physics and applications. The content has been divided topic-wise covering basic questions of Fundamental Physics, Quantum and QED Effects, Plasmas and Collective Behavior and Anti-Hydrogen. More technical issues include Storage Ring Physics, Precision Spectroscopy and Frequency Standards, Highly Charged Ions in Traps, Traps for Radioactive Isotopes and New Techniques and Facilities. An applied aspect of ion trapping is discussed in section devoted to Applications of Particle Trapping including Quantum Information, Chemistry and Trace Analysis. Each topic has a more general introduction, but also more detailed contributions are included. A selection of contributions exemplifies the interdisciplinary nature of the research on trapped charged particles worldwide. Reprinted from Hyperfine Interactions (HYPE) Volumes XXX
91886;9780792350446;The Dynamic Architecture of a Developing Organism;For anybody capable of an emotional response to it, any view of a developing organism should give birth to a feeling of amazement and even admiration, whether this development is seen directly, or in the form of a time lapse film, or even if mentally reconstructed from a series of static images. We ask ourselves how such seemingly primitive eggs or pieces of tissue, without any obvious intervention from outside, so regularly transform themselves into precisely constructed adult organisms. If we try to formulate what amazes us most of all about development, the answer will probably be that it is the internal capacity of developing organisms themselves to create new structures. How, then, can we satisfy our amazement in ways that are more or less reasonable, as well as scientifically valuable? This depends, first of all, on what position we choose to regard embryonic development as occupying among other structure creating processes, even including human activities. On the one hand, one might regard the development of organisms as a highly specialized class of processes, unique to themselves and alien to the general laws of nature, or at least not derivable from them and more akin to the deliberate acts of our own human behaviour. In that case our task would become reduced to a search for some specific 'instructions' for each next member of such a class. Whether in an overt or hidden form, some such ideology seems to dominate in present day developmental biology.
91728;9789048148837;Racism and the Law;Plessy v Ferguson (1897) established racial segregation in American constitutional law for over fifty years and its moral and political legacy lives on, despite attempts in the United States to counter its devastating effects during the last half century. Ironically, in the current debate over affirmative action, Justice Harlan's eloquent dissent has been used to justify attacks on government affirmative action programs. In this book, five distinguished philosophers and constitutional theorists, working from very different theoretical positions, take a fresh critical look at the moral and political principles underlying this historic decision and Harlan's dissent. They also explore the nature and extent of law's complicity in perpetuating Plessy's racialist aims. Emerging from their varied but complementary analyses is a deeper and more nuanced understanding of the social injustice of racial segregation in its historic and contemporary forms and of resources of the law to reverse it.
21263;9783642737572;Scientific Bases of Acupuncture;Scientific Bases of Acupuncture summarizes the major scientific advances from 1976 - 1988 on the mechanisms of acupuncture. Outstanding researchers from Western countries, Japan and China report their findings in the format of review articles. The individual reviews summarize each author's personal research while also referring to the overall literature in the field of acupuncture and TENS.
17685;9783642675829;Adaptability of Vascular Wall;The International Congresses of Angiology have had a 25-year tradition. Let us remember the 10 previous International Congresses, the first of which took place in Paris in 1952. On this occasion a stimulus for the foundation of the International Union,  Union Internationale d Angeiologie  came into existence. The period of 25 years is lon.qenough to evaluate the scientific progress which has been made in diagnosis, therapy and prevention of vascular diseases. Proceedings of the previous International Congresses of Angiology became attractive resources for scientific information in libraries all over the world. They represent really historic documents of remarkable development of angiology and wittness successful international cooperation in the settlement of serious medical problems of the twentieth century. The Proceedings of the XI. International Congress of Angiology held in Prague 1978 under the stimulating title  Adaptability of Vascular Wall  contains 284 original papers dealing with scientific and clinical research in arterial, venous and lymphatic circulation. The papers are incorporated into 12 chapters according to the main topics. In the first sections the questions of atherogenesis and thrombogenesis are discussed with regard to the adaptability of vascular wall in various metabolic, immunobiologic, and hemodynamic disorders. In the further sections attention is paid to new procedures in investigation, treatment, and prevention of arterial, venous, and lymphatic diseases. Peri­ pheral microangiopathies, renovascular hypertension, and coronary circulation represent another part.
20001;9783642732768;Antibiotics in the Tropics;International textbooks on infectious diseases and antibacterial chemotherapy are usually written for readers in North America and Europe. In many ways, they are not appropriate for the prob­ lems encountered in developing countries. This book, in contrast, intends to define the rules of antibacterial chemotherapy practised under conditions of limited resources. It is meant for everyone con­ cerned with the use of antibiotics in developing countries, includ­ ing doctors, medical assistants, pharmacists, officials in health mio­ isteries, and medical students. Throughout the book, treatment recommendations are made for 1 antibiotics from the WHO list of essential drugs. For example, em­ phasis has therefore been put upon chloramphenicol as a stable, unexpensive and widely available oral agent suitable for the treat­ ment of severe bacterial infections like septicemia and meningitis. So-called  international chemotherapy  with modem cephalospor­ ins and acylaminopenicillins has been outlined for comparison. Since it is the aim of the book to base treatment recommenda­ tions on data from developing countries, many data on the etiology of common bacterial infections in developing countries have also been included. Most of the data are from African, English-speak­ ing developing countries, but references have been made to the lit­ erature on South East Asia, India or Papua New Guinea, where appropriate. On the other hand, pertinent data were not available in every instance, so that several statements and recommendations had to be made as  best guess . The authors are aware of these imperfections and will welcome comments from the readers.
137590;9789048175963;Life in Extreme Environments;From the deepest seafloor to the highest mountain, from the hottest region to the cold Antarctic plateau, environments labeled as extreme are numerous on Earth and they present a wide variety of features and characteristics. The life processes occurring within these environments are equally diverse, not only depending on stress factors (e.g. temperature, pressure, pH and chemicals) but also on the type of life forms, ranging from microbes to higher species. How is life limited by and adapted to extreme external biotic and abiotic factors? This key question summarises the deliberations raised by this exciting and fascinating research area. Addressing the challenge of answering this question would help to reveal new insights and refine theories concerning the origin and evolution of life on our planet, as well as life beyond Earth. Investigating life processes under extreme conditions can also bring clues for understanding and predicting ecosystems' responses to global changes. Furthermore, this area of research has a wide application potential in the fields of (bio)technoloty, chemical industry, pharmaceutics, biomedicine or cosmetics. (Investigating Life in Extreme Environments - A European perspective, European Science Foundation, May 2007)
